Tiempoinicio,col1,col2,col3,col4,col5,col6,col7,col8
2015-10-06 00:47:10,1.0,4.62,0.92,-0.7,0.8,1.3,0.96,-0.96
2015-10-06 00:47:20,1.0,4.59,0.91,-0.22,0.8,1.2,0.94,-0.82
2015-10-06 00:47:30,1.0,4.57,0.89,-0.9,0.8,1.09,0.89,-0.79
2015-10-06 00:47:40,1.0,4.53,0.89,-0.04,0.8,1.09,0.87,-0.8
2015-10-06 00:47:50,1.0,4.53,0.87,0.0,0.8,0.97,0.89,-0.62
2015-10-06 00:48:00,1.0,4.48,0.86,0.44,0.8,0.94,0.84,-0.63
2015-10-06 00:48:10,1.0,4.47,0.82,0.31,0.8,0.88,0.83,-0.69
2015-10-06 00:48:20,1.0,4.43,0.79,0.71,0.8,0.73,0.81,-0.53
2015-10-06 00:48:30,1.0,4.47,0.81,0.71,0.7,0.65,0.82,-0.64
2015-10-06 00:48:40,1.0,4.4,0.8,1.29,0.7,0.62,0.79,-0.5
2015-10-06 00:48:50,1.0,4.38,0.77,1.22,0.6,0.53,0.76,-0.26
2015-10-06 00:49:00,1.0,4.36,0.75,1.23,0.6,0.38,0.75,-0.31
2015-10-06 00:49:10,1.0,4.32,0.72,1.74,0.7,0.32,0.72,-0.38
2015-10-06 00:49:20,1.0,4.28,0.69,1.42,0.7,0.28,0.67,-0.33
2015-10-06 00:49:30,1.0,4.27,0.64,2.0,0.7,0.17,0.67,-0.35
2015-10-06 00:49:40,1.0,4.22,0.62,2.47,0.6,0.13,0.62,-0.22
2015-10-06 00:49:50,1.0,4.21,0.62,1.84,0.6,0.01,0.59,-0.35
2015-10-06 00:50:00,1.0,4.16,0.6,2.25,0.5,-0.01,0.57,-0.13
2015-10-06 00:50:10,1.0,4.15,0.56,2.28,0.5,-0.13,0.56,-0.21
2015-10-06 00:50:20,1.0,4.09,0.54,2.27,0.6,-0.18,0.51,-0.1
2015-10-06 00:50:30,1.0,4.08,0.49,2.22,0.5,-0.29,0.5,-0.06
2015-10-06 00:50:40,0.0,4.05,0.45,2.64,0.5,-0.36,0.46,-0.09
2015-10-06 00:50:50,1.0,4.03,0.43,2.75,0.5,-0.44,0.46,-0.21
2015-10-06 00:51:00,0.0,3.97,0.39,2.88,0.5,-0.49,0.38,0.03
2015-10-06 00:51:10,0.0,3.92,0.39,3.3,0.4,-0.61,0.34,0.01
2015-10-06 00:51:20,0.0,3.91,0.32,3.13,0.5,-0.69,0.33,-0.02
2015-10-06 00:51:30,0.0,3.87,0.32,2.89,0.4,-0.73,0.33,-0.02
2015-10-06 00:51:40,0.0,3.84,0.25,3.05,0.4,-0.85,0.27,-0.03
2015-10-06 00:51:50,0.0,3.8,0.24,2.95,0.4,-0.89,0.24,-0.03
2015-10-06 00:52:00,0.0,3.78,0.21,3.3,0.4,-0.96,0.19,-0.03
2015-10-06 00:52:10,0.0,3.74,0.16,3.14,0.4,-0.96,0.18,-0.09
2015-10-06 00:52:20,0.0,3.69,0.13,2.86,0.4,-1.15,0.14,0.04
2015-10-06 00:52:30,0.0,3.69,0.11,2.8,0.4,-1.16,0.07,-0.01
2015-10-06 00:52:40,0.0,3.65,0.06,3.16,0.3,-1.29,0.05,0.05
2015-10-06 00:52:50,0.0,3.59,0.01,2.95,0.3,-1.28,0.03,-0.1
2015-10-06 00:53:00,0.0,3.57,-0.02,2.38,0.3,-1.39,0.02,0.08
2015-10-06 00:53:10,0.0,3.53,-0.05,3.02,0.3,-1.48,-0.04,0.06
2015-10-06 00:53:20,0.0,3.47,-0.09,2.59,0.2,-1.56,-0.07,-0.16
2015-10-06 00:53:30,0.0,3.45,-0.09,2.48,0.2,-1.61,-0.09,-0.19
2015-10-06 00:53:40,0.0,3.43,-0.15,2.37,0.2,-1.78,-0.16,-0.2
2015-10-06 00:53:50,0.0,3.37,-0.18,2.34,0.1,-1.76,-0.16,-0.22
2015-10-06 00:54:00,0.0,3.33,-0.23,1.84,0.2,-1.87,-0.2,-0.15
2015-10-06 00:54:10,0.0,3.3,-0.25,2.46,0.2,-1.95,-0.23,-0.18
2015-10-06 00:54:20,0.0,3.27,-0.27,1.57,0.2,-2.0,-0.29,-0.2
2015-10-06 00:54:30,0.0,3.23,-0.3,2.17,0.1,-2.12,-0.34,-0.19
2015-10-06 00:54:40,0.0,3.17,-0.33,1.31,0.2,-2.17,-0.31,-0.32
2015-10-06 00:54:50,0.0,3.14,-0.37,1.65,0.0,-2.2,-0.38,-0.35
2015-10-06 00:55:00,0.0,3.1,-0.42,1.69,0.1,-2.26,-0.42,-0.43
2015-10-06 00:55:10,0.0,3.08,-0.45,1.13,0.1,-2.35,-0.44,-0.46
2015-10-06 00:55:20,0.0,3.05,-0.45,1.1,0.0,-2.42,-0.48,-0.47
2015-10-06 00:55:30,0.0,3.0,-0.48,0.69,0.1,-2.47,-0.48,-0.5
2015-10-06 00:55:40,-0.0,2.95,-0.51,1.03,-0.0,-2.56,-0.54,-0.52
2015-10-06 00:55:50,-0.0,2.92,-0.55,0.21,0.0,-2.6,-0.57,-0.62
2015-10-06 00:56:00,-0.0,2.87,-0.57,0.37,-0.1,-2.73,-0.57,-0.74
2015-10-06 00:56:10,-0.0,2.84,-0.6,-0.02,-0.0,-2.77,-0.62,-0.59
2015-10-06 00:56:20,-0.0,2.83,-0.66,0.1,-0.1,-2.85,-0.66,-0.77
2015-10-06 00:56:30,-0.0,2.76,-0.68,-0.11,-0.1,-2.89,-0.65,-0.72
2015-10-06 00:56:40,-0.0,2.75,-0.68,-0.4,-0.1,-3.0,-0.69,-0.82
2015-10-06 00:56:50,-0.0,2.71,-0.71,-0.46,-0.1,-3.01,-0.73,-0.83
2015-10-06 00:57:00,-0.0,2.64,-0.74,-1.15,-0.2,-3.11,-0.76,-0.94
2015-10-06 00:57:10,-0.0,2.6,-0.76,-1.1,-0.2,-3.19,-0.77,-0.94
2015-10-06 00:57:20,-0.0,2.56,-0.76,-0.79,-0.1,-3.19,-0.77,-1.11
2015-10-06 00:57:30,-0.0,2.56,-0.81,-1.08,-0.2,-3.27,-0.79,-1.0
2015-10-06 00:57:40,-0.0,2.54,-0.82,-1.58,-0.3,-3.28,-0.83,-1.15
2015-10-06 00:57:50,-0.0,2.5,-0.86,-1.39,-0.3,-3.35,-0.84,-1.07
2015-10-06 00:58:00,-0.0,2.45,-0.88,-2.3,-0.3,-3.45,-0.87,-1.23
2015-10-06 00:58:10,-0.0,2.41,-0.87,-2.04,-0.2,-3.48,-0.88,-1.22
2015-10-06 00:58:20,-0.0,2.38,-0.9,-1.89,-0.4,-3.55,-0.9,-1.38
2015-10-06 00:58:30,-0.0,2.34,-0.92,-2.53,-0.3,-3.61,-0.93,-1.37
2015-10-06 00:58:40,-0.0,2.33,-0.92,-2.93,-0.3,-3.73,-0.91,-1.54
2015-10-06 00:58:50,-0.0,2.25,-0.95,-2.77,-0.4,-3.73,-0.94,-1.42
2015-10-06 00:59:00,-0.0,2.22,-0.95,-2.85,-0.4,-3.72,-0.97,-1.56
2015-10-06 00:59:10,-0.0,2.2,-0.94,-2.47,-0.4,-3.84,-0.95,-1.58
2015-10-06 00:59:20,-0.0,2.14,-0.97,-3.34,-0.4,-3.9,-0.96,-1.53
2015-10-06 00:59:30,-0.0,2.14,-1.0,-3.63,-0.5,-3.93,-0.99,-1.65
2015-10-06 00:59:40,-0.0,2.08,-0.98,-3.8,-0.4,-3.99,-0.98,-1.71
2015-10-06 00:59:50,-0.0,2.05,-0.99,-3.73,-0.4,-4.05,-0.99,-1.65
2015-10-06 01:00:00,-1.0,2.02,-0.99,-3.99,-0.5,-4.08,-0.97,-1.71
2015-10-06 01:00:10,-1.0,1.99,-1.01,-4.01,-0.5,-4.08,-0.99,-1.83
2015-10-06 01:00:20,-1.0,1.96,-1.01,-3.97,-0.6,-4.12,-0.99,-1.88
2015-10-06 01:00:30,-1.0,1.94,-1.01,-4.5,-0.5,-4.23,-1.01,-1.83
2015-10-06 01:00:40,-1.0,1.89,-1.03,-4.02,-0.6,-4.2,-1.01,-1.83
2015-10-06 01:00:50,-1.0,1.88,-1.0,-4.49,-0.6,-4.24,-1.01,-1.93
2015-10-06 01:01:00,-1.0,1.83,-1.01,-4.37,-0.6,-4.35,-1.0,-2.02
2015-10-06 01:01:10,-1.0,1.82,-1.0,-4.88,-0.7,-4.39,-1.0,-1.87
2015-10-06 01:01:20,-1.0,1.77,-0.99,-4.87,-0.6,-4.37,-1.01,-1.94
2015-10-06 01:01:30,-1.0,1.73,-0.98,-4.9,-0.6,-4.37,-0.98,-2.07
2015-10-06 01:01:40,-1.0,1.7,-0.96,-4.69,-0.6,-4.48,-0.99,-2.03
2015-10-06 01:01:50,-1.0,1.69,-0.96,-4.89,-0.6,-4.49,-0.97,-1.97
2015-10-06 01:02:00,-1.0,1.67,-0.96,-4.84,-0.6,-4.53,-0.95,-1.9
2015-10-06 01:02:10,-1.0,1.62,-0.95,-4.94,-0.7,-4.57,-0.95,-2.02
2015-10-06 01:02:20,-1.0,1.58,-0.94,-4.94,-0.7,-4.61,-0.91,-1.97
2015-10-06 01:02:30,-1.0,1.6,-0.93,-5.1,-0.7,-4.64,-0.93,-2.03
2015-10-06 01:02:40,-1.0,1.55,-0.9,-4.85,-0.7,-4.67,-0.9,-2.02
2015-10-06 01:02:50,-1.0,1.52,-0.91,-5.08,-0.8,-4.7,-0.89,-2.06
2015-10-06 01:03:00,-1.0,1.49,-0.88,-4.68,-0.8,-4.73,-0.86,-1.88
2015-10-06 01:03:10,-1.0,1.49,-0.85,-4.9,-0.7,-4.79,-0.84,-2.02
2015-10-06 01:03:20,-1.0,1.44,-0.83,-4.86,-0.8,-4.83,-0.83,-1.92
2015-10-06 01:03:30,-1.0,1.43,-0.82,-4.57,-0.9,-4.81,-0.81,-1.85
2015-10-06 01:03:40,-1.0,1.4,-0.8,-5.01,-0.8,-4.84,-0.81,-1.98
2015-10-06 01:03:50,-1.0,1.38,-0.79,-4.63,-0.8,-4.81,-0.8,-1.89
2015-10-06 01:04:00,-1.0,1.37,-0.72,-4.15,-0.8,-4.81,-0.76,-1.85
2015-10-06 01:04:10,-1.0,1.33,-0.75,-4.6,-0.8,-4.86,-0.74,-1.79
2015-10-06 01:04:20,-1.0,1.32,-0.7,-3.94,-0.9,-4.85,-0.7,-1.82
2015-10-06 01:04:30,-1.0,1.32,-0.68,-4.56,-0.9,-4.88,-0.7,-1.79
2015-10-06 01:04:40,-1.0,1.29,-0.66,-4.36,-0.8,-4.89,-0.68,-1.82
2015-10-06 01:04:50,-1.0,1.24,-0.63,-3.92,-0.8,-4.94,-0.63,-1.82
2015-10-06 01:05:00,-1.0,1.27,-0.6,-3.83,-0.9,-4.91,-0.6,-1.72
2015-10-06 01:05:10,-1.0,1.23,-0.59,-3.99,-0.9,-4.89,-0.59,-1.63
2015-10-06 01:05:20,-1.0,1.21,-0.53,-3.43,-0.9,-4.95,-0.55,-1.64
2015-10-06 01:05:30,-1.0,1.18,-0.53,-3.36,-0.9,-4.96,-0.52,-1.56
2015-10-06 01:05:40,-1.0,1.18,-0.48,-2.98,-0.9,-4.94,-0.51,-1.54
2015-10-06 01:05:50,-1.0,1.18,-0.48,-2.55,-0.9,-5.02,-0.46,-1.51
2015-10-06 01:06:00,-1.0,1.16,-0.42,-2.52,-0.9,-5.1,-0.39,-1.51
2015-10-06 01:06:10,-1.0,1.14,-0.39,-2.15,-1.0,-4.96,-0.4,-1.37
2015-10-06 01:06:20,-1.0,1.12,-0.37,-2.26,-0.9,-5.01,-0.35,-1.39
2015-10-06 01:06:30,-1.0,1.1,-0.32,-2.54,-1.0,-4.98,-0.35,-1.28
2015-10-06 01:06:40,-1.0,1.1,-0.29,-1.93,-0.9,-5.0,-0.31,-1.31
2015-10-06 01:06:50,-1.0,1.07,-0.25,-1.96,-0.9,-4.94,-0.3,-1.2
2015-10-06 01:07:00,-1.0,1.07,-0.23,-1.47,-1.0,-4.95,-0.23,-1.13
2015-10-06 01:07:10,-1.0,1.05,-0.21,-1.55,-1.0,-4.93,-0.17,-1.14
2015-10-06 01:07:20,-1.0,1.04,-0.17,-1.53,-1.0,-5.0,-0.17,-1.2
2015-10-06 01:07:30,-1.0,1.06,-0.11,-1.36,-1.0,-4.95,-0.13,-1.07
2015-10-06 01:07:40,-1.0,1.03,-0.08,-1.22,-1.0,-4.99,-0.09,-1.04
2015-10-06 01:07:50,-1.0,1.05,-0.05,-0.3,-1.0,-4.95,-0.07,-0.88
2015-10-06 01:08:00,-1.0,1.01,-0.03,-0.67,-1.0,-4.94,-0.04,-0.82
2015-10-06 01:08:10,-1.0,1.01,0.01,-0.54,-1.1,-4.96,0.04,-0.81
2015-10-06 01:08:20,-1.0,1.0,0.07,-0.32,-1.0,-4.92,0.04,-0.81
2015-10-06 01:08:30,-1.0,1.0,0.07,0.08,-1.0,-4.92,0.07,-0.63
2015-10-06 01:08:40,-1.0,1.03,0.1,0.26,-1.0,-4.88,0.14,-0.62
2015-10-06 01:08:50,-1.0,0.98,0.15,0.41,-1.0,-4.89,0.16,-0.65
2015-10-06 01:09:00,-1.0,0.99,0.16,0.97,-1.0,-4.86,0.19,-0.45
2015-10-06 01:09:10,-1.0,0.99,0.21,0.69,-1.0,-4.87,0.22,-0.58
2015-10-06 01:09:20,-1.0,0.98,0.25,1.08,-1.1,-4.82,0.24,-0.56
2015-10-06 01:09:30,-1.0,0.99,0.28,1.06,-1.0,-4.85,0.26,-0.46
2015-10-06 01:09:40,-1.0,0.98,0.31,1.33,-1.0,-4.81,0.33,-0.35
2015-10-06 01:09:50,-1.0,1.02,0.35,1.44,-1.0,-4.75,0.34,-0.37
2015-10-06 01:10:00,-1.0,1.0,0.38,1.83,-1.0,-4.77,0.39,-0.25
2015-10-06 01:10:10,-1.0,1.0,0.44,1.94,-1.0,-4.68,0.43,-0.3
2015-10-06 01:10:20,-1.0,1.02,0.44,2.31,-1.0,-4.75,0.41,-0.21
2015-10-06 01:10:30,-1.0,1.0,0.46,1.63,-0.9,-4.68,0.5,-0.2
2015-10-06 01:10:40,-1.0,1.02,0.48,1.82,-1.0,-4.61,0.52,-0.24
2015-10-06 01:10:50,-1.0,1.04,0.52,2.18,-0.9,-4.64,0.53,-0.21
2015-10-06 01:11:00,-1.0,1.02,0.57,2.13,-0.9,-4.67,0.57,-0.05
2015-10-06 01:11:10,-1.0,1.03,0.6,2.74,-1.0,-4.59,0.56,-0.23
2015-10-06 01:11:20,-1.0,1.06,0.58,2.42,-1.0,-4.51,0.59,-0.22
2015-10-06 01:11:30,-1.0,1.05,0.63,2.32,-1.0,-4.5,0.63,-0.14
2015-10-06 01:11:40,-1.0,1.06,0.68,2.84,-1.0,-4.42,0.68,-0.14
2015-10-06 01:11:50,-1.0,1.09,0.67,2.77,-1.0,-4.45,0.69,-0.01
2015-10-06 01:12:00,-1.0,1.1,0.73,2.35,-1.0,-4.32,0.74,-0.13
2015-10-06 01:12:10,-1.0,1.09,0.74,3.08,-1.0,-4.29,0.76,0.09
2015-10-06 01:12:20,-1.0,1.09,0.77,2.63,-0.9,-4.32,0.78,-0.07
2015-10-06 01:12:30,-1.0,1.12,0.77,3.26,-0.9,-4.23,0.8,-0.02
2015-10-06 01:12:40,-1.0,1.12,0.81,2.94,-0.9,-4.23,0.81,-0.0
2015-10-06 01:12:50,-1.0,1.16,0.83,2.75,-0.9,-4.21,0.81,-0.04
2015-10-06 01:13:00,-1.0,1.16,0.85,3.02,-0.9,-4.05,0.86,0.04
2015-10-06 01:13:10,-1.0,1.2,0.86,2.95,-0.9,-4.08,0.84,-0.13
2015-10-06 01:13:20,-1.0,1.21,0.89,2.8,-0.9,-4.03,0.87,-0.05
2015-10-06 01:13:30,-1.0,1.2,0.92,3.1,-0.9,-3.99,0.91,-0.01
2015-10-06 01:13:40,-1.0,1.24,0.91,2.93,-0.9,-3.96,0.93,-0.07
2015-10-06 01:13:50,-1.0,1.24,0.94,2.86,-0.9,-3.87,0.94,-0.01
2015-10-06 01:14:00,-1.0,1.27,0.94,2.87,-0.9,-3.79,0.93,0.02
2015-10-06 01:14:10,-1.0,1.3,0.96,2.75,-0.8,-3.72,0.98,-0.14
2015-10-06 01:14:20,-1.0,1.3,0.93,2.68,-0.9,-3.76,0.97,-0.1
2015-10-06 01:14:30,-1.0,1.32,0.99,2.74,-0.9,-3.77,0.93,-0.05
2015-10-06 01:14:40,-1.0,1.36,0.99,2.24,-0.8,-3.56,1.01,-0.11
2015-10-06 01:14:50,-1.0,1.37,0.96,2.36,-0.8,-3.57,0.98,-0.11
2015-10-06 01:15:00,-1.0,1.37,0.99,2.11,-0.8,-3.55,0.99,-0.29
2015-10-06 01:15:10,-1.0,1.42,0.98,2.11,-0.8,-3.47,0.99,-0.22
2015-10-06 01:15:20,-1.0,1.46,0.98,1.69,-0.8,-3.41,1.01,-0.14
2015-10-06 01:15:30,-1.0,1.46,1.01,1.88,-0.8,-3.26,1.02,-0.27
2015-10-06 01:15:40,-1.0,1.47,1.0,0.79,-0.8,-3.3,0.97,-0.45
2015-10-06 01:15:50,-1.0,1.51,1.0,1.89,-0.8,-3.2,1.02,-0.38
2015-10-06 01:16:00,-1.0,1.55,0.99,1.25,-0.8,-3.16,1.0,-0.42
2015-10-06 01:16:10,-1.0,1.58,1.0,1.03,-0.7,-3.06,1.0,-0.58
2015-10-06 01:16:20,-1.0,1.57,0.99,0.74,-0.7,-3.03,0.97,-0.57
2015-10-06 01:16:30,-1.0,1.6,0.98,0.89,-0.7,-2.88,0.96,-0.58
2015-10-06 01:16:40,-1.0,1.65,0.96,0.89,-0.7,-2.95,1.01,-0.65
2015-10-06 01:16:50,-1.0,1.64,0.96,1.05,-0.7,-2.91,0.97,-0.71
2015-10-06 01:17:00,-1.0,1.71,0.96,0.13,-0.6,-2.73,0.94,-0.73
2015-10-06 01:17:10,-1.0,1.71,0.93,-0.06,-0.6,-2.7,0.94,-0.78
2015-10-06 01:17:20,-1.0,1.77,0.91,-0.16,-0.6,-2.67,0.93,-0.89
2015-10-06 01:17:30,-1.0,1.8,0.92,-0.23,-0.7,-2.53,0.92,-0.85
2015-10-06 01:17:40,-1.0,1.81,0.93,-0.29,-0.6,-2.53,0.93,-0.83
2015-10-06 01:17:50,-1.0,1.87,0.91,-0.48,-0.6,-2.45,0.91,-0.96
2015-10-06 01:18:00,-0.0,1.88,0.86,-0.63,-0.5,-2.33,0.89,-1.05
2015-10-06 01:18:10,-0.0,1.89,0.89,-1.05,-0.6,-2.37,0.9,-1.08
2015-10-06 01:18:20,-1.0,1.92,0.86,-1.06,-0.6,-2.24,0.85,-1.09
2015-10-06 01:18:30,-0.0,1.99,0.85,-1.55,-0.5,-2.17,0.82,-1.12
2015-10-06 01:18:40,-1.0,2.01,0.81,-1.47,-0.5,-2.11,0.8,-1.16
2015-10-06 01:18:50,-0.0,2.03,0.79,-1.99,-0.5,-1.97,0.81,-1.28
2015-10-06 01:19:00,-0.0,2.09,0.77,-2.23,-0.5,-1.96,0.79,-1.35
2015-10-06 01:19:10,-1.0,2.14,0.74,-2.55,-0.5,-1.88,0.74,-1.36
2015-10-06 01:19:20,-0.0,2.13,0.74,-2.21,-0.4,-1.84,0.74,-1.27
2015-10-06 01:19:30,-0.0,2.19,0.73,-2.81,-0.4,-1.79,0.7,-1.48
2015-10-06 01:19:40,-0.0,2.22,0.67,-2.75,-0.4,-1.65,0.69,-1.46
2015-10-06 01:19:50,-0.0,2.23,0.66,-2.69,-0.4,-1.6,0.66,-1.51
2015-10-06 01:20:00,-0.0,2.29,0.61,-3.14,-0.3,-1.55,0.62,-1.55
2015-10-06 01:20:10,-0.0,2.31,0.6,-3.53,-0.3,-1.45,0.56,-1.67
2015-10-06 01:20:20,-0.0,2.35,0.57,-3.72,-0.4,-1.36,0.55,-1.7
2015-10-06 01:20:30,-0.0,2.38,0.54,-3.82,-0.3,-1.3,0.54,-1.65
2015-10-06 01:20:40,-0.0,2.43,0.51,-3.96,-0.3,-1.15,0.49,-1.75
2015-10-06 01:20:50,-0.0,2.47,0.5,-3.37,-0.3,-1.14,0.48,-1.75
2015-10-06 01:21:00,-0.0,2.5,0.44,-4.04,-0.3,-1.04,0.45,-1.82
2015-10-06 01:21:10,-0.0,2.5,0.41,-4.6,-0.2,-0.98,0.42,-1.89
2015-10-06 01:21:20,-0.0,2.57,0.37,-4.85,-0.2,-0.89,0.39,-1.93
2015-10-06 01:21:30,-0.0,2.59,0.38,-4.55,-0.2,-0.79,0.37,-1.89
2015-10-06 01:21:40,-0.0,2.65,0.33,-4.65,-0.2,-0.74,0.31,-1.93
2015-10-06 01:21:50,-0.0,2.68,0.26,-4.42,-0.1,-0.67,0.28,-1.95
2015-10-06 01:22:00,-0.0,2.72,0.25,-4.67,-0.1,-0.58,0.27,-1.97
2015-10-06 01:22:10,-0.0,2.75,0.21,-4.51,-0.1,-0.43,0.23,-1.82
2015-10-06 01:22:20,-0.0,2.82,0.2,-4.78,-0.1,-0.43,0.19,-1.9
2015-10-06 01:22:30,-0.0,2.82,0.17,-5.02,-0.2,-0.31,0.16,-1.98
2015-10-06 01:22:40,-0.0,2.89,0.09,-5.06,-0.1,-0.3,0.12,-2.04
2015-10-06 01:22:50,-0.0,2.88,0.07,-4.89,-0.1,-0.19,0.06,-2.01
2015-10-06 01:23:00,-0.0,2.95,0.03,-5.04,-0.0,-0.12,0.06,-1.97
2015-10-06 01:23:10,0.0,2.99,0.01,-4.79,-0.0,-0.05,0.03,-2.1
2015-10-06 01:23:20,0.0,3.03,-0.02,-4.88,-0.0,0.01,-0.03,-1.96
2015-10-06 01:23:30,0.0,3.08,-0.06,-4.83,0.0,0.18,-0.06,-2.05
2015-10-06 01:23:40,0.0,3.11,-0.1,-4.57,0.0,0.18,-0.1,-1.95
2015-10-06 01:23:50,0.0,3.14,-0.12,-4.83,0.1,0.27,-0.12,-1.93
2015-10-06 01:24:00,0.0,3.19,-0.15,-5.2,0.1,0.39,-0.15,-2.02
2015-10-06 01:24:10,0.0,3.21,-0.19,-4.56,0.1,0.41,-0.2,-1.89
2015-10-06 01:24:20,0.0,3.23,-0.23,-4.59,0.2,0.43,-0.22,-2.01
2015-10-06 01:24:30,0.0,3.28,-0.23,-4.7,0.1,0.55,-0.26,-1.99
2015-10-06 01:24:40,0.0,3.31,-0.32,-4.62,0.1,0.62,-0.28,-1.88
2015-10-06 01:24:50,0.0,3.36,-0.3,-4.55,0.2,0.74,-0.33,-1.93
2015-10-06 01:25:00,0.0,3.37,-0.37,-4.31,0.2,0.87,-0.37,-1.86
2015-10-06 01:25:10,0.0,3.48,-0.39,-4.25,0.2,0.9,-0.39,-1.88
2015-10-06 01:25:20,0.0,3.46,-0.41,-4.23,0.2,0.95,-0.44,-1.9
2015-10-06 01:25:30,0.0,3.5,-0.49,-4.12,0.2,1.11,-0.48,-1.86
2015-10-06 01:25:40,0.0,3.53,-0.5,-4.1,0.3,1.08,-0.5,-1.66
2015-10-06 01:25:50,0.0,3.59,-0.5,-3.75,0.2,1.21,-0.53,-1.8
2015-10-06 01:26:00,0.0,3.62,-0.52,-3.54,0.3,1.31,-0.56,-1.81
2015-10-06 01:26:10,0.0,3.64,-0.57,-3.65,0.3,1.36,-0.57,-1.68
2015-10-06 01:26:20,0.0,3.67,-0.59,-3.55,0.3,1.45,-0.6,-1.71
2015-10-06 01:26:30,0.0,3.72,-0.61,-3.61,0.3,1.48,-0.63,-1.5
2015-10-06 01:26:40,0.0,3.78,-0.62,-3.36,0.4,1.59,-0.64,-1.57
2015-10-06 01:26:50,0.0,3.78,-0.67,-2.7,0.3,1.73,-0.69,-1.49
2015-10-06 01:27:00,0.0,3.82,-0.71,-2.91,0.4,1.82,-0.74,-1.45
2015-10-06 01:27:10,0.0,3.86,-0.74,-2.76,0.5,1.77,-0.73,-1.39
2015-10-06 01:27:20,0.0,3.89,-0.73,-2.33,0.5,1.88,-0.76,-1.27
2015-10-06 01:27:30,0.0,3.91,-0.79,-2.02,0.5,2.01,-0.76,-1.31
2015-10-06 01:27:40,1.0,3.97,-0.79,-2.27,0.5,2.02,-0.79,-1.2
2015-10-06 01:27:50,0.0,4.0,-0.82,-1.73,0.5,2.09,-0.86,-1.1
2015-10-06 01:28:00,1.0,4.03,-0.85,-1.47,0.5,2.23,-0.85,-1.11
2015-10-06 01:28:10,1.0,4.05,-0.82,-1.63,0.5,2.24,-0.86,-1.02
2015-10-06 01:28:20,1.0,4.1,-0.87,-0.87,0.5,2.33,-0.88,-0.95
2015-10-06 01:28:30,1.0,4.11,-0.89,-1.13,0.6,2.39,-0.88,-0.97
2015-10-06 01:28:40,1.0,4.14,-0.91,-0.47,0.6,2.46,-0.91,-0.9
2015-10-06 01:28:50,1.0,4.15,-0.92,-0.09,0.6,2.52,-0.93,-0.71
2015-10-06 01:29:00,1.0,4.2,-0.94,-0.35,0.6,2.56,-0.94,-0.8
2015-10-06 01:29:10,1.0,4.25,-0.94,-0.2,0.6,2.63,-0.93,-0.82
2015-10-06 01:29:20,1.0,4.3,-0.99,0.46,0.7,2.77,-0.97,-0.73
2015-10-06 01:29:30,1.0,4.3,-0.97,-0.03,0.6,2.83,-0.95,-0.73
2015-10-06 01:29:40,1.0,4.32,-0.95,0.77,0.7,2.89,-0.95,-0.52
2015-10-06 01:29:50,1.0,4.33,-0.98,0.59,0.7,2.91,-0.99,-0.55
2015-10-06 01:30:00,1.0,4.39,-0.98,1.13,0.7,2.94,-0.97,-0.59
2015-10-06 01:30:10,1.0,4.4,-0.97,0.89,0.7,3.04,-1.0,-0.38
2015-10-06 01:30:20,1.0,4.43,-1.0,1.11,0.8,3.11,-0.99,-0.48
2015-10-06 01:30:30,1.0,4.45,-1.0,1.76,0.8,3.15,-1.01,-0.45
2015-10-06 01:30:40,1.0,4.48,-1.0,1.31,0.8,3.27,-0.99,-0.51
2015-10-06 01:30:50,1.0,4.52,-0.98,1.71,0.7,3.23,-0.99,-0.36
2015-10-06 01:31:00,1.0,4.53,-1.01,2.08,0.8,3.32,-1.0,-0.34
2015-10-06 01:31:10,1.0,4.57,-0.99,1.87,0.8,3.41,-1.01,-0.31
2015-10-06 01:31:20,1.0,4.58,-0.98,1.96,0.9,3.45,-0.99,-0.21
2015-10-06 01:31:30,1.0,4.61,-0.96,2.22,0.9,3.5,-0.98,-0.12
2015-10-06 01:31:40,1.0,4.62,-0.99,2.58,0.9,3.63,-0.99,-0.21
2015-10-06 01:31:50,1.0,4.65,-1.0,1.97,0.8,3.6,-0.96,-0.17
2015-10-06 01:32:00,1.0,4.68,-0.98,2.61,0.8,3.62,-0.97,-0.06
2015-10-06 01:32:10,1.0,4.7,-0.96,2.49,0.9,3.68,-0.95,-0.14
2015-10-06 01:32:20,1.0,4.71,-0.95,2.43,0.8,3.83,-0.94,-0.0
2015-10-06 01:32:30,1.0,4.73,-0.93,2.98,0.8,3.8,-0.96,-0.05
2015-10-06 01:32:40,1.0,4.76,-0.92,2.84,0.9,3.92,-0.91,0.0
2015-10-06 01:32:50,1.0,4.79,-0.92,2.57,0.9,3.93,-0.93,-0.05
2015-10-06 01:33:00,1.0,4.78,-0.88,3.13,0.9,3.97,-0.93,-0.02
2015-10-06 01:33:10,1.0,4.81,-0.86,3.13,0.9,3.96,-0.91,-0.06
2015-10-06 01:33:20,1.0,4.84,-0.88,2.88,0.9,4.12,-0.88,0.01
2015-10-06 01:33:30,1.0,4.82,-0.84,3.14,0.9,4.09,-0.86,0.02
2015-10-06 01:33:40,1.0,4.83,-0.85,3.29,1.0,4.21,-0.84,0.1
2015-10-06 01:33:50,1.0,4.86,-0.81,2.92,0.9,4.19,-0.81,-0.01
2015-10-06 01:34:00,1.0,4.88,-0.8,2.87,0.9,4.18,-0.78,-0.01
